,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),2,4,20220330 - 222014
1,12320,CCS DC 150kW (ultra),1,4,20220330 - 222018
2,12949,CCS DC 150kW (ultra),10,16,20220330 - 222025
3,12950,CCS DC 150kW (ultra),7,8,20220330 - 222013
4,10000034,CCS DC 175kW (ultra),1,2,20220330 - 222017
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220330 - 222018
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220330 - 222018
7,10000035,CCS DC 270kW (ultra),1,7,20220330 - 222025
8,10000035,CHAdeMO DC 62.5kW (fast),1,4,20220330 - 222025
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220330 - 222025
10,10000036,CCS DC 175kW (ultra),4,4,20220330 - 222014
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220330 - 222014
12,10000037,CCS DC 175kW (ultra),0,2,20220330 - 222019
13,10000037,CHAdeMO DC 75kW (fast),0,2,20220330 - 222019
14,10000038,CCS DC 175kW (ultra),1,2,20220330 - 222024
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220330 - 222025
16,10000039,CCS DC 175kW (ultra),4,4,20220330 - 222015
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220330 - 222015
18,10000040,CCS DC 175kW (ultra),3,3,20220330 - 222019
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220330 - 222019
20,10000041,CCS DC 175kW (ultra),3,4,20220330 - 222025
21,10000041,CHAdeMO DC 75kW (fast),3,4,20220330 - 222025
22,10000042,CCS DC 175kW (ultra),2,3,20220330 - 222017
23,10000042,CHAdeMO DC 75kW (fast),2,3,20220330 - 222017
24,10000043,CCS DC 175kW (ultra),3,3,20220330 - 222025
25,10000043,CHAdeMO DC 75kW (fast),3,3,20220330 - 222025
26,10000044,CCS DC 175kW (ultra),4,4,20220330 - 222029
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220330 - 222029
28,10000045,CCS DC 150kW (ultra),0,2,20220330 - 222013
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220330 - 222013
30,10000047,CCS DC 175kW (ultra),4,4,20220330 - 222017
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220330 - 222017
32,10000049,CCS DC 175kW (ultra),4,4,20220330 - 222025
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220330 - 222025
34,10000086,CCS DC 175kW (ultra),4,4,20220330 - 222019
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220330 - 222019
36,10000086,CCS DC 175kW (ultra),4,4,20220330 - 222019
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220330 - 222019
38,10000257,CCS DC 175kW (ultra),1,1,20220330 - 222024
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220330 - 222025
