,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),2,4,20220429 - 101015
1,12320,CCS DC 150kW (ultra),4,4,20220429 - 101020
2,12949,CCS DC 150kW (ultra),8,16,20220429 - 101026
3,12950,CCS DC 150kW (ultra),4,8,20220429 - 101016
4,10000034,CCS DC 175kW (ultra),2,2,20220429 - 101021
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220429 - 101021
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220429 - 101021
7,10000035,CCS DC 270kW (ultra),1,8,20220429 - 101027
8,10000035,CHAdeMO DC 62.5kW (fast),2,4,20220429 - 101027
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220429 - 101028
10,10000036,CCS DC 175kW (ultra),2,4,20220429 - 101016
11,10000036,CHAdeMO DC 75kW (fast),2,4,20220429 - 101016
12,10000037,CCS DC 175kW (ultra),1,2,20220429 - 101021
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220429 - 101021
14,10000038,CCS DC 175kW (ultra),0,2,20220429 - 101026
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220429 - 101026
16,10000039,CCS DC 175kW (ultra),1,4,20220429 - 101016
17,10000039,CHAdeMO DC 75kW (fast),1,4,20220429 - 101016
18,10000040,CCS DC 175kW (ultra),3,3,20220429 - 101024
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220429 - 101024
20,10000041,CCS DC 175kW (ultra),1,3,20220429 - 101033
21,10000041,CHAdeMO DC 75kW (fast),1,3,20220429 - 101033
22,10000042,CCS DC 175kW (ultra),1,3,20220429 - 101015
23,10000042,CHAdeMO DC 75kW (fast),1,3,20220429 - 101015
24,10000043,CCS DC 175kW (ultra),4,4,20220429 - 101021
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220429 - 101021
26,10000044,CCS DC 175kW (ultra),4,4,20220429 - 101026
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220429 - 101026
28,10000045,CCS DC 150kW (ultra),0,2,20220429 - 101021
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220429 - 101021
30,10000047,CCS DC 175kW (ultra),4,4,20220429 - 101027
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220429 - 101027
32,10000049,CCS DC 175kW (ultra),3,4,20220429 - 101031
33,10000049,CHAdeMO DC 75kW (fast),3,4,20220429 - 101031
34,10000086,CCS DC 175kW (ultra),4,4,20220429 - 101020
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220429 - 101020
36,10000086,CCS DC 175kW (ultra),4,4,20220429 - 101020
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220429 - 101020
38,10000257,CCS DC 175kW (ultra),1,1,20220429 - 101025
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220429 - 101025
