,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),0,4,20220520 - 132012
1,12320,CCS DC 150kW (ultra),0,4,20220520 - 132018
2,12949,CCS DC 150kW (ultra),2,16,20220520 - 132023
3,12950,CCS DC 150kW (ultra),7,8,20220520 - 132012
4,10000034,CCS DC 175kW (ultra),2,2,20220520 - 132017
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220520 - 132017
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220520 - 132017
7,10000035,CCS DC 270kW (ultra),1,8,20220520 - 132022
8,10000035,CHAdeMO DC 62.5kW (fast),3,4,20220520 - 132023
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220520 - 132023
10,10000036,CCS DC 175kW (ultra),0,4,20220520 - 132018
11,10000036,CHAdeMO DC 75kW (fast),0,4,20220520 - 132018
12,10000037,CCS DC 175kW (ultra),1,2,20220520 - 132031
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220520 - 132031
14,10000038,CCS DC 175kW (ultra),0,2,20220520 - 132043
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220520 - 132043
16,10000039,CCS DC 175kW (ultra),2,4,20220520 - 132011
17,10000039,CHAdeMO DC 75kW (fast),2,4,20220520 - 132011
18,10000040,CCS DC 175kW (ultra),3,3,20220520 - 132017
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220520 - 132017
20,10000041,CCS DC 175kW (ultra),2,3,20220520 - 132022
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220520 - 132022
22,10000042,CCS DC 175kW (ultra),3,3,20220520 - 132013
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220520 - 132013
24,10000043,CCS DC 175kW (ultra),3,4,20220520 - 132019
25,10000043,CHAdeMO DC 75kW (fast),3,4,20220520 - 132019
26,10000044,CCS DC 175kW (ultra),4,4,20220520 - 132027
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220520 - 132027
28,10000045,CCS DC 150kW (ultra),0,2,20220520 - 132012
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220520 - 132012
30,10000047,CCS DC 175kW (ultra),4,4,20220520 - 132017
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220520 - 132017
32,10000049,CCS DC 175kW (ultra),4,4,20220520 - 132022
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220520 - 132022
34,10000086,CCS DC 175kW (ultra),4,4,20220520 - 132020
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 132020
36,10000086,CCS DC 175kW (ultra),4,4,20220520 - 132020
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 132020
38,10000257,CCS DC 175kW (ultra),0,1,20220520 - 132026
39,10000257,CHAdeMO DC 75kW (fast),0,1,20220520 - 132026
