,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220416 - 020011
1,12320,CCS DC 150kW (ultra),2,4,20220416 - 020015
2,12949,CCS DC 150kW (ultra),15,16,20220416 - 020021
3,12950,CCS DC 150kW (ultra),7,8,20220416 - 020013
4,10000034,CCS DC 175kW (ultra),2,2,20220416 - 020017
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220416 - 020017
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220416 - 020017
7,10000035,CCS DC 270kW (ultra),5,5,20220416 - 020024
8,10000035,CHAdeMO DC 62.5kW (fast),3,3,20220416 - 020024
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220416 - 020024
10,10000036,CCS DC 175kW (ultra),4,4,20220416 - 020012
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220416 - 020012
12,10000037,CCS DC 175kW (ultra),2,2,20220416 - 020017
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220416 - 020017
14,10000038,CCS DC 175kW (ultra),2,2,20220416 - 020021
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220416 - 020021
16,10000039,CCS DC 175kW (ultra),4,4,20220416 - 020013
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220416 - 020013
18,10000040,CCS DC 175kW (ultra),3,3,20220416 - 020024
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220416 - 020024
20,10000041,CCS DC 175kW (ultra),4,4,20220416 - 020030
21,10000041,CHAdeMO DC 75kW (fast),4,4,20220416 - 020030
22,10000042,CCS DC 175kW (ultra),3,3,20220416 - 020012
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220416 - 020013
24,10000043,CCS DC 175kW (ultra),4,4,20220416 - 020017
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220416 - 020017
26,10000044,CCS DC 175kW (ultra),4,4,20220416 - 020022
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220416 - 020023
28,10000045,CCS DC 150kW (ultra),0,2,20220416 - 020013
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220416 - 020013
30,10000047,CCS DC 175kW (ultra),4,4,20220416 - 020021
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220416 - 020021
32,10000049,CCS DC 175kW (ultra),4,4,20220416 - 020025
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220416 - 020025
34,10000086,CCS DC 175kW (ultra),4,4,20220416 - 020017
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220416 - 020017
36,10000086,CCS DC 175kW (ultra),4,4,20220416 - 020017
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220416 - 020017
38,10000257,CCS DC 175kW (ultra),1,1,20220416 - 020021
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220416 - 020022
