,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220518 - 012023
1,12320,CCS DC 150kW (ultra),4,4,20220518 - 012045
2,12949,CCS DC 150kW (ultra),16,16,20220518 - 012103
3,12950,CCS DC 150kW (ultra),8,8,20220518 - 012022
4,10000034,CCS DC 175kW (ultra),2,2,20220518 - 012045
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220518 - 012045
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220518 - 012047
7,10000035,CCS DC 270kW (ultra),8,8,20220518 - 012103
8,10000035,CHAdeMO DC 62.5kW (fast),4,4,20220518 - 012104
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220518 - 012104
10,10000036,CCS DC 175kW (ultra),3,4,20220518 - 012023
11,10000036,CHAdeMO DC 75kW (fast),3,4,20220518 - 012026
12,10000037,CCS DC 175kW (ultra),2,2,20220518 - 012045
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220518 - 012046
14,10000038,CCS DC 175kW (ultra),2,2,20220518 - 012104
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220518 - 012105
16,10000039,CCS DC 175kW (ultra),4,4,20220518 - 012023
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220518 - 012025
18,10000040,CCS DC 175kW (ultra),3,3,20220518 - 012045
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220518 - 012047
20,10000041,CCS DC 175kW (ultra),2,3,20220518 - 012106
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220518 - 012106
22,10000042,CCS DC 175kW (ultra),3,3,20220518 - 012023
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220518 - 012023
24,10000043,,,,20220518 - 012023
25,10000044,,,,20220518 - 012023
26,10000045,CCS DC 150kW (ultra),0,2,20220518 - 012023
27,10000045,Type 2 AC 7.36kW (regular),0,1,20220518 - 012025
28,10000047,,,,20220518 - 012025
29,10000049,CCS DC 175kW (ultra),4,4,20220518 - 012103
30,10000049,CHAdeMO DC 75kW (fast),4,4,20220518 - 012104
31,10000086,CCS DC 175kW (ultra),4,4,20220518 - 012045
32,10000086,CHAdeMO DC 175kW (ultra),4,4,20220518 - 012047
33,10000086,CCS DC 175kW (ultra),4,4,20220518 - 012045
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220518 - 012047
35,10000257,CCS DC 175kW (ultra),1,1,20220518 - 012105
36,10000257,CHAdeMO DC 75kW (fast),1,1,20220518 - 012105
