,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),3,4,20220503 - 072023
1,12320,CCS DC 150kW (ultra),4,4,20220503 - 072044
2,12949,,,,20220503 - 072044
3,12950,CCS DC 150kW (ultra),7,8,20220503 - 072024
4,10000034,,,,20220503 - 072024
5,10000035,CCS DC 270kW (ultra),3,6,20220503 - 072103
6,10000035,CHAdeMO DC 62.5kW (fast),1,3,20220503 - 072103
7,10000035,Type 2 AC 7.36kW (regular),0,1,20220503 - 072104
8,10000036,CCS DC 175kW (ultra),2,4,20220503 - 072023
9,10000036,CHAdeMO DC 75kW (fast),2,4,20220503 - 072024
10,10000037,,,,20220503 - 072024
11,10000038,CCS DC 175kW (ultra),0,2,20220503 - 072103
12,10000038,CHAdeMO DC 75kW (fast),0,2,20220503 - 072103
13,10000039,CCS DC 175kW (ultra),4,4,20220503 - 072023
14,10000039,CHAdeMO DC 75kW (fast),4,4,20220503 - 072024
15,10000040,CCS DC 175kW (ultra),3,3,20220503 - 072046
16,10000040,CHAdeMO DC 75kW (fast),3,3,20220503 - 072047
17,10000041,CCS DC 175kW (ultra),2,3,20220503 - 072106
18,10000041,CHAdeMO DC 75kW (fast),2,3,20220503 - 072106
19,10000042,CCS DC 175kW (ultra),3,3,20220503 - 072023
20,10000042,CHAdeMO DC 75kW (fast),3,3,20220503 - 072027
21,10000043,CCS DC 175kW (ultra),4,4,20220503 - 072046
22,10000043,CHAdeMO DC 75kW (fast),4,4,20220503 - 072047
23,10000044,CCS DC 175kW (ultra),4,4,20220503 - 072104
24,10000044,CHAdeMO DC 75kW (fast),4,4,20220503 - 072105
25,10000045,CCS DC 150kW (ultra),0,2,20220503 - 072027
26,10000045,Type 2 AC 7.36kW (regular),0,1,20220503 - 072029
27,10000047,CCS DC 175kW (ultra),4,4,20220503 - 072051
28,10000047,CHAdeMO DC 75kW (fast),4,4,20220503 - 072051
29,10000049,CCS DC 175kW (ultra),4,4,20220503 - 072106
30,10000049,CHAdeMO DC 75kW (fast),4,4,20220503 - 072107
31,10000086,CCS DC 175kW (ultra),4,4,20220503 - 072044
32,10000086,CHAdeMO DC 175kW (ultra),4,4,20220503 - 072046
33,10000086,CCS DC 175kW (ultra),4,4,20220503 - 072044
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220503 - 072046
35,10000257,CCS DC 175kW (ultra),1,1,20220503 - 072103
36,10000257,CHAdeMO DC 75kW (fast),1,1,20220503 - 072103
