,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220525 - 001020
1,12320,,,,20220525 - 001020
2,12949,CCS DC 150kW (ultra),15,16,20220525 - 001102
3,12950,CCS DC 150kW (ultra),7,8,20220525 - 001020
4,10000034,CCS DC 175kW (ultra),0,2,20220525 - 001042
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220525 - 001043
6,10000034,CHAdeMO DC 175kW (ultra),0,1,20220525 - 001044
7,10000035,CCS DC 270kW (ultra),5,6,20220525 - 001103
8,10000035,CHAdeMO DC 62.5kW (fast),2,2,20220525 - 001103
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220525 - 001103
10,10000036,CCS DC 175kW (ultra),4,4,20220525 - 001020
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220525 - 001023
12,10000037,CCS DC 175kW (ultra),2,2,20220525 - 001045
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220525 - 001046
14,10000038,CCS DC 175kW (ultra),1,2,20220525 - 001103
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220525 - 001103
16,10000039,CCS DC 175kW (ultra),4,4,20220525 - 001020
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220525 - 001023
18,10000040,CCS DC 175kW (ultra),3,3,20220525 - 001042
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220525 - 001043
20,10000041,,,,20220525 - 001043
21,10000042,CCS DC 175kW (ultra),3,3,20220525 - 001020
22,10000042,CHAdeMO DC 75kW (fast),3,3,20220525 - 001023
23,10000043,CCS DC 175kW (ultra),3,4,20220525 - 001043
24,10000043,CHAdeMO DC 75kW (fast),3,4,20220525 - 001044
25,10000044,CCS DC 175kW (ultra),4,4,20220525 - 001103
26,10000044,CHAdeMO DC 75kW (fast),4,4,20220525 - 001103
27,10000045,CCS DC 150kW (ultra),0,2,20220525 - 001020
28,10000045,Type 2 AC 7.36kW (regular),0,1,20220525 - 001020
29,10000047,CCS DC 175kW (ultra),4,4,20220525 - 001041
30,10000047,CHAdeMO DC 75kW (fast),4,4,20220525 - 001043
31,10000049,CCS DC 175kW (ultra),4,4,20220525 - 001102
32,10000049,CHAdeMO DC 75kW (fast),4,4,20220525 - 001103
33,10000086,CCS DC 175kW (ultra),4,4,20220525 - 001041
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220525 - 001043
35,10000086,CCS DC 175kW (ultra),4,4,20220525 - 001041
36,10000086,CHAdeMO DC 175kW (ultra),4,4,20220525 - 001043
37,10000257,,,,20220525 - 001043
