,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),3,4,20220407 - 082019
1,12320,CCS DC 150kW (ultra),3,4,20220407 - 082029
2,12949,CCS DC 150kW (ultra),11,16,20220407 - 082032
3,12950,CCS DC 150kW (ultra),5,8,20220407 - 082015
4,10000034,CCS DC 175kW (ultra),1,2,20220407 - 082019
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220407 - 082019
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220407 - 082020
7,10000035,CCS DC 270kW (ultra),6,7,20220407 - 082024
8,10000035,CHAdeMO DC 62.5kW (fast),3,4,20220407 - 082024
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220407 - 082025
10,10000036,CCS DC 175kW (ultra),0,4,20220407 - 082016
11,10000036,CHAdeMO DC 75kW (fast),0,4,20220407 - 082016
12,10000037,CCS DC 175kW (ultra),0,2,20220407 - 082024
13,10000037,CHAdeMO DC 75kW (fast),0,2,20220407 - 082024
14,10000038,CCS DC 175kW (ultra),2,2,20220407 - 082029
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220407 - 082029
16,10000039,CCS DC 175kW (ultra),4,4,20220407 - 082016
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220407 - 082016
18,10000040,CCS DC 175kW (ultra),3,3,20220407 - 082021
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220407 - 082021
20,10000041,CCS DC 175kW (ultra),4,4,20220407 - 082026
21,10000041,CHAdeMO DC 75kW (fast),4,4,20220407 - 082026
22,10000042,CCS DC 175kW (ultra),2,3,20220407 - 082017
23,10000042,CHAdeMO DC 75kW (fast),2,3,20220407 - 082017
24,10000043,CCS DC 175kW (ultra),3,4,20220407 - 082021
25,10000043,CHAdeMO DC 75kW (fast),3,4,20220407 - 082021
26,10000044,CCS DC 175kW (ultra),4,4,20220407 - 082028
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220407 - 082028
28,10000045,CCS DC 150kW (ultra),0,2,20220407 - 082016
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220407 - 082016
30,10000047,CCS DC 175kW (ultra),3,4,20220407 - 082021
31,10000047,CHAdeMO DC 75kW (fast),3,4,20220407 - 082021
32,10000049,CCS DC 175kW (ultra),4,4,20220407 - 082026
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220407 - 082026
34,10000086,CCS DC 175kW (ultra),4,4,20220407 - 082023
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220407 - 082023
36,10000086,CCS DC 175kW (ultra),4,4,20220407 - 082023
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220407 - 082023
38,10000257,CCS DC 175kW (ultra),0,1,20220407 - 082028
39,10000257,CHAdeMO DC 75kW (fast),0,1,20220407 - 082028
