,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220521 - 075016
1,12320,CCS DC 150kW (ultra),4,4,20220521 - 075036
2,12949,CCS DC 150kW (ultra),12,16,20220521 - 075053
3,12950,CCS DC 150kW (ultra),8,8,20220521 - 075026
4,10000034,CCS DC 175kW (ultra),2,2,20220521 - 075048
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220521 - 075049
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220521 - 075052
7,10000035,CCS DC 270kW (ultra),8,8,20220521 - 075107
8,10000035,CHAdeMO DC 62.5kW (fast),4,4,20220521 - 075107
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220521 - 075107
10,10000036,CCS DC 175kW (ultra),3,4,20220521 - 075021
11,10000036,CHAdeMO DC 75kW (fast),3,4,20220521 - 075024
12,10000037,CCS DC 175kW (ultra),1,2,20220521 - 075043
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220521 - 075046
14,10000038,CCS DC 175kW (ultra),1,2,20220521 - 075102
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220521 - 075104
16,10000039,CCS DC 175kW (ultra),4,4,20220521 - 075020
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220521 - 075021
18,10000040,CCS DC 175kW (ultra),3,3,20220521 - 075042
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220521 - 075043
20,10000041,,,,20220521 - 075043
21,10000042,CCS DC 175kW (ultra),3,3,20220521 - 075021
22,10000042,CHAdeMO DC 75kW (fast),3,3,20220521 - 075023
23,10000043,CCS DC 175kW (ultra),4,4,20220521 - 075048
24,10000043,CHAdeMO DC 75kW (fast),4,4,20220521 - 075048
25,10000044,CCS DC 175kW (ultra),4,4,20220521 - 075104
26,10000044,CHAdeMO DC 75kW (fast),4,4,20220521 - 075104
27,10000045,CCS DC 150kW (ultra),0,2,20220521 - 075016
28,10000045,Type 2 AC 7.36kW (regular),0,1,20220521 - 075020
29,10000047,CCS DC 175kW (ultra),4,4,20220521 - 075042
30,10000047,CHAdeMO DC 75kW (fast),4,4,20220521 - 075043
31,10000049,CCS DC 175kW (ultra),4,4,20220521 - 075101
32,10000049,CHAdeMO DC 75kW (fast),4,4,20220521 - 075102
33,10000086,CCS DC 175kW (ultra),4,4,20220521 - 075052
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220521 - 075053
35,10000086,CCS DC 175kW (ultra),4,4,20220521 - 075052
36,10000086,CHAdeMO DC 175kW (ultra),4,4,20220521 - 075053
37,10000257,CCS DC 175kW (ultra),1,1,20220521 - 075106
38,10000257,CHAdeMO DC 75kW (fast),1,1,20220521 - 075107
