,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),0,4,20220512 - 081016
1,12320,,,,20220512 - 081016
2,12949,CCS DC 150kW (ultra),9,16,20220512 - 081056
3,12950,CCS DC 150kW (ultra),8,8,20220512 - 081016
4,10000034,CCS DC 175kW (ultra),2,2,20220512 - 081035
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220512 - 081036
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220512 - 081036
7,10000035,CCS DC 270kW (ultra),1,8,20220512 - 081055
8,10000035,CHAdeMO DC 62.5kW (fast),2,4,20220512 - 081056
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220512 - 081056
10,10000036,CCS DC 175kW (ultra),4,4,20220512 - 081035
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220512 - 081036
12,10000037,CCS DC 175kW (ultra),2,2,20220512 - 081055
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220512 - 081056
14,10000038,CCS DC 175kW (ultra),1,2,20220512 - 081104
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220512 - 081105
16,10000039,CCS DC 175kW (ultra),4,4,20220512 - 081015
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220512 - 081018
18,10000040,CCS DC 175kW (ultra),3,3,20220512 - 081036
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220512 - 081036
20,10000041,CCS DC 175kW (ultra),2,3,20220512 - 081056
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220512 - 081056
22,10000042,CCS DC 175kW (ultra),3,3,20220512 - 081015
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220512 - 081016
24,10000043,CCS DC 175kW (ultra),4,4,20220512 - 081036
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220512 - 081036
26,10000044,CCS DC 175kW (ultra),4,4,20220512 - 081053
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220512 - 081053
28,10000045,,,,20220512 - 081053
29,10000047,CCS DC 175kW (ultra),4,4,20220512 - 081053
30,10000047,CHAdeMO DC 75kW (fast),4,4,20220512 - 081053
31,10000049,CCS DC 175kW (ultra),4,4,20220512 - 081102
32,10000049,CHAdeMO DC 75kW (fast),4,4,20220512 - 081103
33,10000086,CCS DC 175kW (ultra),4,4,20220512 - 081033
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220512 - 081035
35,10000086,CCS DC 175kW (ultra),4,4,20220512 - 081033
36,10000086,CHAdeMO DC 175kW (ultra),4,4,20220512 - 081035
37,10000257,CCS DC 175kW (ultra),1,1,20220512 - 081053
38,10000257,CHAdeMO DC 75kW (fast),1,1,20220512 - 081053
