,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220429 - 024017
1,12320,CCS DC 150kW (ultra),2,4,20220429 - 024022
2,12949,CCS DC 150kW (ultra),14,16,20220429 - 024031
3,12950,CCS DC 150kW (ultra),8,8,20220429 - 024014
4,10000034,CCS DC 175kW (ultra),2,2,20220429 - 024019
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220429 - 024019
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220429 - 024020
7,10000035,CCS DC 270kW (ultra),8,8,20220429 - 024024
8,10000035,CHAdeMO DC 62.5kW (fast),4,4,20220429 - 024024
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220429 - 024024
10,10000036,CCS DC 175kW (ultra),4,4,20220429 - 024014
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220429 - 024014
12,10000037,CCS DC 175kW (ultra),2,2,20220429 - 024019
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220429 - 024019
14,10000038,CCS DC 175kW (ultra),2,2,20220429 - 024026
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220429 - 024026
16,10000039,CCS DC 175kW (ultra),4,4,20220429 - 024015
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220429 - 024015
18,10000040,CCS DC 175kW (ultra),3,3,20220429 - 024023
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220429 - 024023
20,10000041,CCS DC 175kW (ultra),2,3,20220429 - 024028
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220429 - 024028
22,10000042,CCS DC 175kW (ultra),3,3,20220429 - 024014
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220429 - 024014
24,10000043,CCS DC 175kW (ultra),4,4,20220429 - 024023
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220429 - 024024
26,10000044,CCS DC 175kW (ultra),4,4,20220429 - 024028
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220429 - 024028
28,10000045,CCS DC 150kW (ultra),0,2,20220429 - 024014
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220429 - 024014
30,10000047,CCS DC 175kW (ultra),4,4,20220429 - 024025
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220429 - 024025
32,10000049,CCS DC 175kW (ultra),3,4,20220429 - 024032
33,10000049,CHAdeMO DC 75kW (fast),3,4,20220429 - 024032
34,10000086,CCS DC 175kW (ultra),4,4,20220429 - 024021
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220429 - 024021
36,10000086,CCS DC 175kW (ultra),4,4,20220429 - 024021
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220429 - 024021
38,10000257,CCS DC 175kW (ultra),1,1,20220429 - 024028
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220429 - 024028
