,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),3,4,20220420 - 092011
1,12320,CCS DC 150kW (ultra),0,4,20220420 - 092016
2,12949,CCS DC 150kW (ultra),8,16,20220420 - 092022
3,12950,CCS DC 150kW (ultra),5,8,20220420 - 092012
4,10000034,CCS DC 175kW (ultra),1,2,20220420 - 092022
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220420 - 092022
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220420 - 092022
7,10000035,CCS DC 270kW (ultra),2,6,20220420 - 092033
8,10000035,CHAdeMO DC 62.5kW (fast),1,3,20220420 - 092033
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220420 - 092033
10,10000036,CCS DC 175kW (ultra),3,4,20220420 - 092013
11,10000036,CHAdeMO DC 75kW (fast),3,4,20220420 - 092014
12,10000037,CCS DC 175kW (ultra),1,2,20220420 - 092018
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220420 - 092019
14,10000038,CCS DC 175kW (ultra),2,2,20220420 - 092026
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220420 - 092026
16,10000039,CCS DC 175kW (ultra),4,4,20220420 - 092012
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220420 - 092012
18,10000040,CCS DC 175kW (ultra),3,3,20220420 - 092018
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220420 - 092018
20,10000041,CCS DC 175kW (ultra),1,3,20220420 - 092026
21,10000041,CHAdeMO DC 75kW (fast),1,3,20220420 - 092026
22,10000042,CCS DC 175kW (ultra),2,3,20220420 - 092012
23,10000042,CHAdeMO DC 75kW (fast),2,3,20220420 - 092012
24,10000043,CCS DC 175kW (ultra),1,4,20220420 - 092020
25,10000043,CHAdeMO DC 75kW (fast),1,4,20220420 - 092020
26,10000044,CCS DC 175kW (ultra),4,4,20220420 - 092027
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220420 - 092027
28,10000045,CCS DC 150kW (ultra),0,2,20220420 - 092012
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220420 - 092012
30,10000047,CCS DC 175kW (ultra),4,4,20220420 - 092018
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220420 - 092018
32,10000049,CCS DC 175kW (ultra),4,4,20220420 - 092027
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220420 - 092027
34,10000086,CCS DC 175kW (ultra),4,4,20220420 - 092018
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220420 - 092019
36,10000086,CCS DC 175kW (ultra),4,4,20220420 - 092018
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220420 - 092019
38,10000257,CCS DC 175kW (ultra),0,1,20220420 - 092025
39,10000257,CHAdeMO DC 75kW (fast),0,1,20220420 - 092026
