,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220517 - 025027
1,12320,CCS DC 150kW (ultra),1,4,20220517 - 025049
2,12949,CCS DC 150kW (ultra),16,16,20220517 - 025108
3,12950,CCS DC 150kW (ultra),8,8,20220517 - 025028
4,10000034,CCS DC 175kW (ultra),2,2,20220517 - 025049
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220517 - 025049
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220517 - 025049
7,10000035,CCS DC 270kW (ultra),8,8,20220517 - 025108
8,10000035,CHAdeMO DC 62.5kW (fast),4,4,20220517 - 025109
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220517 - 025110
10,10000036,CCS DC 175kW (ultra),4,4,20220517 - 025027
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220517 - 025030
12,10000037,CCS DC 175kW (ultra),2,2,20220517 - 025049
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220517 - 025049
14,10000038,CCS DC 175kW (ultra),2,2,20220517 - 025108
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220517 - 025110
16,10000039,CCS DC 175kW (ultra),4,4,20220517 - 025027
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220517 - 025028
18,10000040,CCS DC 175kW (ultra),3,3,20220517 - 025049
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220517 - 025049
20,10000041,CCS DC 175kW (ultra),2,3,20220517 - 025110
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220517 - 025110
22,10000042,CCS DC 175kW (ultra),3,3,20220517 - 025026
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220517 - 025027
24,10000043,CCS DC 175kW (ultra),4,4,20220517 - 025048
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220517 - 025049
26,10000044,CCS DC 175kW (ultra),4,4,20220517 - 025108
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220517 - 025108
28,10000045,CCS DC 150kW (ultra),0,2,20220517 - 025027
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220517 - 025029
30,10000047,CCS DC 175kW (ultra),4,4,20220517 - 025049
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220517 - 025049
32,10000049,CCS DC 175kW (ultra),4,4,20220517 - 025110
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220517 - 025110
34,10000086,CCS DC 175kW (ultra),4,4,20220517 - 025026
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220517 - 025027
36,10000086,CCS DC 175kW (ultra),4,4,20220517 - 025026
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220517 - 025027
38,10000257,CCS DC 175kW (ultra),1,1,20220517 - 025108
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220517 - 025108
