,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),3,4,20220514 - 061024
1,12320,CCS DC 150kW (ultra),0,4,20220514 - 061048
2,12949,,,,20220514 - 061048
3,12950,CCS DC 150kW (ultra),8,8,20220514 - 061019
4,10000034,CCS DC 175kW (ultra),2,2,20220514 - 061042
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220514 - 061043
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220514 - 061043
7,10000035,CCS DC 270kW (ultra),1,8,20220514 - 061104
8,10000035,CHAdeMO DC 62.5kW (fast),2,4,20220514 - 061105
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220514 - 061106
10,10000036,CCS DC 175kW (ultra),4,4,20220514 - 061020
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220514 - 061023
12,10000037,CCS DC 175kW (ultra),2,2,20220514 - 061043
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220514 - 061044
14,10000038,,,,20220514 - 061044
15,10000039,CCS DC 175kW (ultra),4,4,20220514 - 061023
16,10000039,CHAdeMO DC 75kW (fast),4,4,20220514 - 061027
17,10000040,,,,20220514 - 061027
18,10000041,,,,20220514 - 061027
19,10000042,CCS DC 175kW (ultra),3,3,20220514 - 061020
20,10000042,CHAdeMO DC 75kW (fast),3,3,20220514 - 061023
21,10000043,CCS DC 175kW (ultra),4,4,20220514 - 061044
22,10000043,CHAdeMO DC 75kW (fast),4,4,20220514 - 061046
23,10000044,CCS DC 175kW (ultra),4,4,20220514 - 061106
24,10000044,CHAdeMO DC 75kW (fast),4,4,20220514 - 061106
25,10000045,CCS DC 150kW (ultra),0,2,20220514 - 061021
26,10000045,Type 2 AC 7.36kW (regular),0,1,20220514 - 061023
27,10000047,,,,20220514 - 061023
28,10000049,CCS DC 175kW (ultra),4,4,20220514 - 061105
29,10000049,CHAdeMO DC 75kW (fast),4,4,20220514 - 061106
30,10000086,CCS DC 175kW (ultra),4,4,20220514 - 061047
31,10000086,CHAdeMO DC 175kW (ultra),4,4,20220514 - 061048
32,10000086,CCS DC 175kW (ultra),4,4,20220514 - 061047
33,10000086,CHAdeMO DC 175kW (ultra),4,4,20220514 - 061048
34,10000257,CCS DC 175kW (ultra),1,1,20220514 - 061106
35,10000257,CHAdeMO DC 75kW (fast),1,1,20220514 - 061106
