,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220525 - 004012
1,12320,CCS DC 150kW (ultra),1,4,20220525 - 004034
2,12949,CCS DC 150kW (ultra),15,16,20220525 - 004051
3,12950,CCS DC 150kW (ultra),7,8,20220525 - 004027
4,10000034,CCS DC 175kW (ultra),2,2,20220525 - 004048
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220525 - 004049
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220525 - 004051
7,10000035,CCS DC 270kW (ultra),6,6,20220525 - 004105
8,10000035,CHAdeMO DC 62.5kW (fast),2,2,20220525 - 004105
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220525 - 004105
10,10000036,CCS DC 175kW (ultra),4,4,20220525 - 004017
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220525 - 004019
12,10000037,,,,20220525 - 004019
13,10000038,CCS DC 175kW (ultra),1,2,20220525 - 004100
14,10000038,CHAdeMO DC 75kW (fast),1,2,20220525 - 004101
15,10000039,CCS DC 175kW (ultra),4,4,20220525 - 004027
16,10000039,CHAdeMO DC 75kW (fast),4,4,20220525 - 004027
17,10000040,CCS DC 175kW (ultra),3,3,20220525 - 004045
18,10000040,CHAdeMO DC 75kW (fast),3,3,20220525 - 004045
19,10000041,CCS DC 175kW (ultra),2,3,20220525 - 004102
20,10000041,CHAdeMO DC 75kW (fast),2,3,20220525 - 004103
21,10000042,CCS DC 175kW (ultra),3,3,20220525 - 004017
22,10000042,CHAdeMO DC 75kW (fast),3,3,20220525 - 004017
23,10000043,CCS DC 175kW (ultra),3,4,20220525 - 004037
24,10000043,CHAdeMO DC 75kW (fast),3,4,20220525 - 004039
25,10000044,CCS DC 175kW (ultra),4,4,20220525 - 004055
26,10000044,CHAdeMO DC 75kW (fast),4,4,20220525 - 004058
27,10000045,CCS DC 150kW (ultra),0,2,20220525 - 004027
28,10000045,Type 2 AC 7.36kW (regular),0,1,20220525 - 004028
29,10000047,CCS DC 175kW (ultra),4,4,20220525 - 004048
30,10000047,CHAdeMO DC 75kW (fast),4,4,20220525 - 004048
31,10000049,CCS DC 175kW (ultra),4,4,20220525 - 004103
32,10000049,CHAdeMO DC 75kW (fast),4,4,20220525 - 004104
33,10000086,CCS DC 175kW (ultra),4,4,20220525 - 004041
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220525 - 004044
35,10000086,CCS DC 175kW (ultra),4,4,20220525 - 004041
36,10000086,CHAdeMO DC 175kW (ultra),4,4,20220525 - 004044
37,10000257,CCS DC 175kW (ultra),1,1,20220525 - 004100
38,10000257,CHAdeMO DC 75kW (fast),1,1,20220525 - 004100
