,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220419 - 055016
1,12320,CCS DC 150kW (ultra),2,4,20220419 - 055023
2,12949,CCS DC 150kW (ultra),13,16,20220419 - 055029
3,12950,CCS DC 150kW (ultra),6,8,20220419 - 055015
4,10000034,CCS DC 175kW (ultra),1,2,20220419 - 055022
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220419 - 055022
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220419 - 055022
7,10000035,CCS DC 270kW (ultra),2,5,20220419 - 055027
8,10000035,CHAdeMO DC 62.5kW (fast),2,3,20220419 - 055027
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220419 - 055027
10,10000036,CCS DC 175kW (ultra),4,4,20220419 - 055019
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220419 - 055019
12,10000037,CCS DC 175kW (ultra),2,2,20220419 - 055027
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220419 - 055027
14,10000038,CCS DC 175kW (ultra),1,2,20220419 - 055031
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220419 - 055031
16,10000039,CCS DC 175kW (ultra),4,4,20220419 - 055018
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220419 - 055018
18,10000040,CCS DC 175kW (ultra),3,3,20220419 - 055024
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220419 - 055025
20,10000041,CCS DC 175kW (ultra),1,3,20220419 - 055030
21,10000041,CHAdeMO DC 75kW (fast),1,3,20220419 - 055030
22,10000042,CCS DC 175kW (ultra),2,3,20220419 - 055014
23,10000042,CHAdeMO DC 75kW (fast),2,3,20220419 - 055014
24,10000043,CCS DC 175kW (ultra),4,4,20220419 - 055018
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220419 - 055018
26,10000044,CCS DC 175kW (ultra),4,4,20220419 - 055023
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220419 - 055024
28,10000045,CCS DC 150kW (ultra),0,2,20220419 - 055017
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220419 - 055017
30,10000047,CCS DC 175kW (ultra),4,4,20220419 - 055023
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220419 - 055023
32,10000049,CCS DC 175kW (ultra),4,4,20220419 - 055029
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220419 - 055029
34,10000086,CCS DC 175kW (ultra),4,4,20220419 - 055021
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220419 - 055021
36,10000086,CCS DC 175kW (ultra),4,4,20220419 - 055021
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220419 - 055021
38,10000257,CCS DC 175kW (ultra),1,1,20220419 - 055025
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220419 - 055026
