,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),3,4,20220415 - 234018
1,12320,CCS DC 150kW (ultra),1,4,20220415 - 234022
2,12949,CCS DC 150kW (ultra),12,16,20220415 - 234028
3,12950,CCS DC 150kW (ultra),7,8,20220415 - 234014
4,10000034,CCS DC 175kW (ultra),1,2,20220415 - 234020
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220415 - 234020
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220415 - 234020
7,10000035,CCS DC 270kW (ultra),4,5,20220415 - 234027
8,10000035,CHAdeMO DC 62.5kW (fast),3,3,20220415 - 234027
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220415 - 234027
10,10000036,CCS DC 175kW (ultra),4,4,20220415 - 234013
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220415 - 234013
12,10000037,CCS DC 175kW (ultra),1,2,20220415 - 234019
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220415 - 234019
14,10000038,CCS DC 175kW (ultra),1,2,20220415 - 234025
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220415 - 234025
16,10000039,CCS DC 175kW (ultra),3,4,20220415 - 234013
17,10000039,CHAdeMO DC 75kW (fast),3,4,20220415 - 234014
18,10000040,CCS DC 175kW (ultra),3,3,20220415 - 234020
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220415 - 234020
20,10000041,CCS DC 175kW (ultra),3,4,20220415 - 234026
21,10000041,CHAdeMO DC 75kW (fast),3,4,20220415 - 234026
22,10000042,CCS DC 175kW (ultra),1,3,20220415 - 234015
23,10000042,CHAdeMO DC 75kW (fast),1,3,20220415 - 234015
24,10000043,CCS DC 175kW (ultra),4,4,20220415 - 234022
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220415 - 234022
26,10000044,CCS DC 175kW (ultra),4,4,20220415 - 234027
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220415 - 234027
28,10000045,CCS DC 150kW (ultra),0,2,20220415 - 234014
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220415 - 234014
30,10000047,CCS DC 175kW (ultra),4,4,20220415 - 234023
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220415 - 234024
32,10000049,CCS DC 175kW (ultra),4,4,20220415 - 234029
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220415 - 234029
34,10000086,CCS DC 175kW (ultra),4,4,20220415 - 234019
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220415 - 234019
36,10000086,CCS DC 175kW (ultra),4,4,20220415 - 234019
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220415 - 234019
38,10000257,CCS DC 175kW (ultra),0,1,20220415 - 234023
39,10000257,CHAdeMO DC 75kW (fast),0,1,20220415 - 234024
