,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220524 - 043024
1,12320,,,,20220524 - 043024
2,12949,,,,20220524 - 043024
3,12950,CCS DC 150kW (ultra),8,8,20220524 - 043025
4,10000034,CCS DC 175kW (ultra),2,2,20220524 - 043048
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220524 - 043049
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220524 - 043049
7,10000035,CCS DC 270kW (ultra),6,6,20220524 - 043107
8,10000035,CHAdeMO DC 62.5kW (fast),2,2,20220524 - 043107
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220524 - 043107
10,10000036,CCS DC 175kW (ultra),4,4,20220524 - 043025
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220524 - 043028
12,10000037,,,,20220524 - 043028
13,10000038,,,,20220524 - 043028
14,10000039,CCS DC 175kW (ultra),4,4,20220524 - 043024
15,10000039,CHAdeMO DC 75kW (fast),4,4,20220524 - 043025
16,10000040,,,,20220524 - 043025
17,10000041,,,,20220524 - 043025
18,10000042,CCS DC 175kW (ultra),3,3,20220524 - 043026
19,10000042,CHAdeMO DC 75kW (fast),3,3,20220524 - 043028
20,10000043,CCS DC 175kW (ultra),4,4,20220524 - 043049
21,10000043,CHAdeMO DC 75kW (fast),4,4,20220524 - 043049
22,10000044,CCS DC 175kW (ultra),4,4,20220524 - 043107
23,10000044,CHAdeMO DC 75kW (fast),4,4,20220524 - 043107
24,10000045,CCS DC 150kW (ultra),0,2,20220524 - 043023
25,10000045,Type 2 AC 7.36kW (regular),0,1,20220524 - 043025
26,10000047,CCS DC 175kW (ultra),4,4,20220524 - 043048
27,10000047,CHAdeMO DC 75kW (fast),4,4,20220524 - 043048
28,10000049,CCS DC 175kW (ultra),4,4,20220524 - 043107
29,10000049,CHAdeMO DC 75kW (fast),4,4,20220524 - 043107
30,10000086,CCS DC 175kW (ultra),4,4,20220524 - 043049
31,10000086,CHAdeMO DC 175kW (ultra),4,4,20220524 - 043049
32,10000086,CCS DC 175kW (ultra),4,4,20220524 - 043049
33,10000086,CHAdeMO DC 175kW (ultra),4,4,20220524 - 043049
34,10000257,CCS DC 175kW (ultra),1,1,20220524 - 043107
35,10000257,CHAdeMO DC 75kW (fast),1,1,20220524 - 043107
