,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),2,4,20220423 - 141021
1,12320,CCS DC 150kW (ultra),1,4,20220423 - 141040
2,12949,CCS DC 150kW (ultra),2,16,20220423 - 141057
3,12950,CCS DC 150kW (ultra),0,8,20220423 - 141021
4,10000034,CCS DC 175kW (ultra),1,2,20220423 - 141039
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220423 - 141041
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220423 - 141044
7,10000035,CCS DC 270kW (ultra),1,8,20220423 - 141101
8,10000035,CHAdeMO DC 62.5kW (fast),2,4,20220423 - 141102
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220423 - 141102
10,10000036,CCS DC 175kW (ultra),3,4,20220423 - 141022
11,10000036,CHAdeMO DC 75kW (fast),3,4,20220423 - 141026
12,10000037,CCS DC 175kW (ultra),0,2,20220423 - 141048
13,10000037,CHAdeMO DC 75kW (fast),0,2,20220423 - 141050
14,10000038,CCS DC 175kW (ultra),1,2,20220423 - 141105
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220423 - 141105
16,10000039,CCS DC 175kW (ultra),4,4,20220423 - 141021
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220423 - 141023
18,10000040,CCS DC 175kW (ultra),3,3,20220423 - 141047
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220423 - 141049
20,10000041,CCS DC 175kW (ultra),2,3,20220423 - 141104
21,10000041,CHAdeMO DC 75kW (fast),2,3,20220423 - 141104
22,10000042,CCS DC 175kW (ultra),0,3,20220423 - 141021
23,10000042,CHAdeMO DC 75kW (fast),0,3,20220423 - 141023
24,10000043,CCS DC 175kW (ultra),3,4,20220423 - 141043
25,10000043,CHAdeMO DC 75kW (fast),3,4,20220423 - 141044
26,10000044,CCS DC 175kW (ultra),2,4,20220423 - 141102
27,10000044,CHAdeMO DC 75kW (fast),2,4,20220423 - 141102
28,10000045,CCS DC 150kW (ultra),0,2,20220423 - 141025
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220423 - 141027
30,10000047,CCS DC 175kW (ultra),3,4,20220423 - 141050
31,10000047,CHAdeMO DC 75kW (fast),3,4,20220423 - 141052
32,10000049,CCS DC 175kW (ultra),4,4,20220423 - 141106
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220423 - 141106
34,10000086,CCS DC 175kW (ultra),4,4,20220423 - 141039
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220423 - 141041
36,10000086,CCS DC 175kW (ultra),4,4,20220423 - 141039
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220423 - 141041
38,10000257,CCS DC 175kW (ultra),1,1,20220423 - 141058
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220423 - 141101
