,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220405 - 032013
1,12320,CCS DC 150kW (ultra),4,4,20220405 - 032018
2,12949,CCS DC 150kW (ultra),14,16,20220405 - 032022
3,12950,CCS DC 150kW (ultra),7,8,20220405 - 032014
4,10000034,CCS DC 175kW (ultra),1,2,20220405 - 032019
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220405 - 032019
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220405 - 032019
7,10000035,CCS DC 270kW (ultra),4,7,20220405 - 032025
8,10000035,CHAdeMO DC 62.5kW (fast),2,4,20220405 - 032026
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220405 - 032026
10,10000036,CCS DC 175kW (ultra),4,4,20220405 - 032014
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220405 - 032014
12,10000037,CCS DC 175kW (ultra),2,2,20220405 - 032019
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220405 - 032019
14,10000038,CCS DC 175kW (ultra),2,2,20220405 - 032023
15,10000038,CHAdeMO DC 75kW (fast),2,2,20220405 - 032024
16,10000039,CCS DC 175kW (ultra),4,4,20220405 - 032013
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220405 - 032013
18,10000040,CCS DC 175kW (ultra),3,3,20220405 - 032020
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220405 - 032020
20,10000041,CCS DC 175kW (ultra),4,4,20220405 - 032024
21,10000041,CHAdeMO DC 75kW (fast),4,4,20220405 - 032025
22,10000042,CCS DC 175kW (ultra),3,3,20220405 - 032014
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220405 - 032014
24,10000043,CCS DC 175kW (ultra),4,4,20220405 - 032021
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220405 - 032021
26,10000044,CCS DC 175kW (ultra),4,4,20220405 - 032028
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220405 - 032028
28,10000045,CCS DC 150kW (ultra),0,2,20220405 - 032013
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220405 - 032013
30,10000047,CCS DC 175kW (ultra),4,4,20220405 - 032020
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220405 - 032020
32,10000049,CCS DC 175kW (ultra),4,4,20220405 - 032027
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220405 - 032027
34,10000086,CCS DC 175kW (ultra),4,4,20220405 - 032021
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220405 - 032021
36,10000086,CCS DC 175kW (ultra),4,4,20220405 - 032021
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220405 - 032021
38,10000257,CCS DC 175kW (ultra),1,1,20220405 - 032027
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220405 - 032027
