,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),2,4,20220523 - 182020
1,12320,,,,20220523 - 182020
2,12949,CCS DC 150kW (ultra),4,16,20220523 - 182102
3,12950,CCS DC 150kW (ultra),8,8,20220523 - 182020
4,10000034,CCS DC 175kW (ultra),0,2,20220523 - 182042
5,10000034,CHAdeMO DC 75kW (fast),0,1,20220523 - 182043
6,10000034,CHAdeMO DC 175kW (ultra),0,1,20220523 - 182045
7,10000035,CCS DC 270kW (ultra),2,6,20220523 - 182102
8,10000035,CHAdeMO DC 62.5kW (fast),2,2,20220523 - 182102
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220523 - 182102
10,10000036,CCS DC 175kW (ultra),2,4,20220523 - 182020
11,10000036,CHAdeMO DC 75kW (fast),2,4,20220523 - 182023
12,10000037,CCS DC 175kW (ultra),1,2,20220523 - 182042
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220523 - 182043
14,10000038,CCS DC 175kW (ultra),1,2,20220523 - 182102
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220523 - 182102
16,10000039,CCS DC 175kW (ultra),4,4,20220523 - 182020
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220523 - 182020
18,10000040,CCS DC 175kW (ultra),3,3,20220523 - 182042
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220523 - 182043
20,10000041,,,,20220523 - 182043
21,10000042,CCS DC 175kW (ultra),3,3,20220523 - 182020
22,10000042,CHAdeMO DC 75kW (fast),3,3,20220523 - 182021
23,10000043,,,,20220523 - 182021
24,10000044,,,,20220523 - 182021
25,10000045,CCS DC 150kW (ultra),0,2,20220523 - 182020
26,10000045,Type 2 AC 7.36kW (regular),0,1,20220523 - 182020
27,10000047,,,,20220523 - 182020
28,10000049,,,,20220523 - 182020
29,10000086,CCS DC 175kW (ultra),4,4,20220523 - 182042
30,10000086,CHAdeMO DC 175kW (ultra),4,4,20220523 - 182043
31,10000086,CCS DC 175kW (ultra),4,4,20220523 - 182042
32,10000086,CHAdeMO DC 175kW (ultra),4,4,20220523 - 182043
33,10000257,,,,20220523 - 182043
