,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),2,4,20220520 - 193025
1,12320,CCS DC 150kW (ultra),2,4,20220520 - 193049
2,12949,,,,20220520 - 193049
3,12950,CCS DC 150kW (ultra),5,8,20220520 - 193026
4,10000034,,,,20220520 - 193026
5,10000035,,,,20220520 - 193026
6,10000036,,,,20220520 - 193026
7,10000037,,,,20220520 - 193026
8,10000038,CCS DC 175kW (ultra),0,2,20220520 - 193112
9,10000038,CHAdeMO DC 75kW (fast),0,2,20220520 - 193113
10,10000039,CCS DC 175kW (ultra),4,4,20220520 - 193025
11,10000039,CHAdeMO DC 75kW (fast),4,4,20220520 - 193026
12,10000040,,,,20220520 - 193026
13,10000041,,,,20220520 - 193026
14,10000042,CCS DC 175kW (ultra),1,3,20220520 - 193025
15,10000042,CHAdeMO DC 75kW (fast),1,3,20220520 - 193026
16,10000043,,,,20220520 - 193026
17,10000044,,,,20220520 - 193026
18,10000045,CCS DC 150kW (ultra),0,2,20220520 - 193025
19,10000045,Type 2 AC 7.36kW (regular),0,1,20220520 - 193027
20,10000047,CCS DC 175kW (ultra),4,4,20220520 - 193049
21,10000047,CHAdeMO DC 75kW (fast),4,4,20220520 - 193051
22,10000049,,,,20220520 - 193051
23,10000086,CCS DC 175kW (ultra),4,4,20220520 - 193025
24,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 193029
25,10000086,CCS DC 175kW (ultra),4,4,20220520 - 193025
26,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 193029
27,10000257,CCS DC 175kW (ultra),1,1,20220520 - 193110
28,10000257,CHAdeMO DC 75kW (fast),1,1,20220520 - 193110
