,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220520 - 222027
1,12320,,,,20220520 - 222027
2,12949,CCS DC 150kW (ultra),10,16,20220520 - 222107
3,12950,CCS DC 150kW (ultra),7,8,20220520 - 222024
4,10000034,,,,20220520 - 222024
5,10000035,,,,20220520 - 222024
6,10000036,CCS DC 175kW (ultra),3,4,20220520 - 222023
7,10000036,CHAdeMO DC 75kW (fast),3,4,20220520 - 222024
8,10000037,,,,20220520 - 222024
9,10000038,CCS DC 175kW (ultra),1,2,20220520 - 222105
10,10000038,CHAdeMO DC 75kW (fast),1,2,20220520 - 222106
11,10000039,CCS DC 175kW (ultra),3,4,20220520 - 222024
12,10000039,CHAdeMO DC 75kW (fast),3,4,20220520 - 222027
13,10000040,CCS DC 175kW (ultra),3,3,20220520 - 222048
14,10000040,CHAdeMO DC 75kW (fast),3,3,20220520 - 222050
15,10000041,CCS DC 175kW (ultra),2,3,20220520 - 222108
16,10000041,CHAdeMO DC 75kW (fast),2,3,20220520 - 222108
17,10000042,CCS DC 175kW (ultra),3,3,20220520 - 222023
18,10000042,CHAdeMO DC 75kW (fast),3,3,20220520 - 222024
19,10000043,,,,20220520 - 222024
20,10000044,CCS DC 175kW (ultra),4,4,20220520 - 222105
21,10000044,CHAdeMO DC 75kW (fast),4,4,20220520 - 222106
22,10000045,CCS DC 150kW (ultra),0,2,20220520 - 222024
23,10000045,Type 2 AC 7.36kW (regular),0,1,20220520 - 222025
24,10000047,CCS DC 175kW (ultra),4,4,20220520 - 222046
25,10000047,CHAdeMO DC 75kW (fast),4,4,20220520 - 222048
26,10000049,CCS DC 175kW (ultra),4,4,20220520 - 222106
27,10000049,CHAdeMO DC 75kW (fast),4,4,20220520 - 222106
28,10000086,CCS DC 175kW (ultra),4,4,20220520 - 222045
29,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 222048
30,10000086,CCS DC 175kW (ultra),4,4,20220520 - 222045
31,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 222048
32,10000257,CCS DC 175kW (ultra),1,1,20220520 - 222107
33,10000257,CHAdeMO DC 75kW (fast),1,1,20220520 - 222107
