,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220525 - 234012
1,12320,CCS DC 150kW (ultra),1,4,20220525 - 234017
2,12949,CCS DC 150kW (ultra),12,16,20220525 - 234026
3,12950,CCS DC 150kW (ultra),8,8,20220525 - 234012
4,10000034,CCS DC 175kW (ultra),1,2,20220525 - 234019
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220525 - 234020
6,10000034,CHAdeMO DC 175kW (ultra),0,1,20220525 - 234020
7,10000035,CCS DC 270kW (ultra),6,6,20220525 - 234028
8,10000035,CHAdeMO DC 62.5kW (fast),2,2,20220525 - 234028
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220525 - 234029
10,10000036,CCS DC 175kW (ultra),4,4,20220525 - 234013
11,10000036,CHAdeMO DC 75kW (fast),4,4,20220525 - 234013
12,10000037,CCS DC 175kW (ultra),1,2,20220525 - 234019
13,10000037,CHAdeMO DC 75kW (fast),1,2,20220525 - 234020
14,10000038,CCS DC 175kW (ultra),0,2,20220525 - 234026
15,10000038,CHAdeMO DC 75kW (fast),0,2,20220525 - 234026
16,10000039,CCS DC 175kW (ultra),3,4,20220525 - 234013
17,10000039,CHAdeMO DC 75kW (fast),3,4,20220525 - 234013
18,10000040,CCS DC 175kW (ultra),3,3,20220525 - 234021
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220525 - 234021
20,10000041,CCS DC 175kW (ultra),3,3,20220525 - 234027
21,10000041,CHAdeMO DC 75kW (fast),3,3,20220525 - 234027
22,10000042,CCS DC 175kW (ultra),3,3,20220525 - 234012
23,10000042,CHAdeMO DC 75kW (fast),3,3,20220525 - 234012
24,10000043,CCS DC 175kW (ultra),3,4,20220525 - 234018
25,10000043,CHAdeMO DC 75kW (fast),3,4,20220525 - 234018
26,10000044,CCS DC 175kW (ultra),4,4,20220525 - 234024
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220525 - 234024
28,10000045,CCS DC 150kW (ultra),0,2,20220525 - 234012
29,10000045,Type 2 AC 7.36kW (regular),0,1,20220525 - 234013
30,10000047,CCS DC 175kW (ultra),4,4,20220525 - 234019
31,10000047,CHAdeMO DC 75kW (fast),4,4,20220525 - 234020
32,10000049,CCS DC 175kW (ultra),4,4,20220525 - 234027
33,10000049,CHAdeMO DC 75kW (fast),4,4,20220525 - 234027
34,10000086,CCS DC 175kW (ultra),4,4,20220525 - 234020
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220525 - 234020
36,10000086,CCS DC 175kW (ultra),4,4,20220525 - 234020
37,10000086,CHAdeMO DC 175kW (ultra),4,4,20220525 - 234020
38,10000257,CCS DC 175kW (ultra),1,1,20220525 - 234026
39,10000257,CHAdeMO DC 75kW (fast),1,1,20220525 - 234026
