,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220520 - 212018
1,12320,CCS DC 150kW (ultra),0,4,20220520 - 212040
2,12949,CCS DC 150kW (ultra),10,16,20220520 - 212056
3,12950,,,,20220520 - 212056
4,10000034,CCS DC 175kW (ultra),2,2,20220520 - 212053
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220520 - 212055
6,10000034,CHAdeMO DC 175kW (ultra),1,1,20220520 - 212056
7,10000035,CCS DC 270kW (ultra),5,8,20220520 - 212111
8,10000035,CHAdeMO DC 62.5kW (fast),3,4,20220520 - 212111
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220520 - 212111
10,10000036,CCS DC 175kW (ultra),3,4,20220520 - 212017
11,10000036,CHAdeMO DC 75kW (fast),3,4,20220520 - 212018
12,10000037,CCS DC 175kW (ultra),2,2,20220520 - 212040
13,10000037,CHAdeMO DC 75kW (fast),2,2,20220520 - 212040
14,10000038,CCS DC 175kW (ultra),1,2,20220520 - 212058
15,10000038,CHAdeMO DC 75kW (fast),1,2,20220520 - 212059
16,10000039,CCS DC 175kW (ultra),4,4,20220520 - 212017
17,10000039,CHAdeMO DC 75kW (fast),4,4,20220520 - 212018
18,10000040,CCS DC 175kW (ultra),3,3,20220520 - 212044
19,10000040,CHAdeMO DC 75kW (fast),3,3,20220520 - 212044
20,10000041,CCS DC 175kW (ultra),1,3,20220520 - 212102
21,10000041,CHAdeMO DC 75kW (fast),1,3,20220520 - 212102
22,10000042,CCS DC 175kW (ultra),1,3,20220520 - 212018
23,10000042,CHAdeMO DC 75kW (fast),1,3,20220520 - 212018
24,10000043,CCS DC 175kW (ultra),4,4,20220520 - 212040
25,10000043,CHAdeMO DC 75kW (fast),4,4,20220520 - 212041
26,10000044,CCS DC 175kW (ultra),4,4,20220520 - 212056
27,10000044,CHAdeMO DC 75kW (fast),4,4,20220520 - 212057
28,10000045,,,,20220520 - 212057
29,10000047,,,,20220520 - 212057
30,10000049,CCS DC 175kW (ultra),3,4,20220520 - 212106
31,10000049,CHAdeMO DC 75kW (fast),3,4,20220520 - 212106
32,10000086,CCS DC 175kW (ultra),4,4,20220520 - 212044
33,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 212045
34,10000086,CCS DC 175kW (ultra),4,4,20220520 - 212044
35,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 212045
36,10000257,CCS DC 175kW (ultra),1,1,20220520 - 212101
37,10000257,CHAdeMO DC 75kW (fast),1,1,20220520 - 212101
