,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),3,4,20220524 - 193022
1,12320,CCS DC 150kW (ultra),2,4,20220524 - 193042
2,12949,,,,20220524 - 193042
3,12950,CCS DC 150kW (ultra),8,8,20220524 - 193027
4,10000034,,,,20220524 - 193027
5,10000035,CCS DC 270kW (ultra),3,6,20220524 - 193103
6,10000035,CHAdeMO DC 62.5kW (fast),2,2,20220524 - 193104
7,10000035,Type 2 AC 7.36kW (regular),0,1,20220524 - 193104
8,10000036,CCS DC 175kW (ultra),2,4,20220524 - 193022
9,10000036,CHAdeMO DC 75kW (fast),2,4,20220524 - 193022
10,10000037,CCS DC 175kW (ultra),1,2,20220524 - 193044
11,10000037,CHAdeMO DC 75kW (fast),1,2,20220524 - 193044
12,10000038,CCS DC 175kW (ultra),1,2,20220524 - 193103
13,10000038,CHAdeMO DC 75kW (fast),1,2,20220524 - 193103
14,10000039,CCS DC 175kW (ultra),2,4,20220524 - 193023
15,10000039,CHAdeMO DC 75kW (fast),2,4,20220524 - 193027
16,10000040,CCS DC 175kW (ultra),3,3,20220524 - 193044
17,10000040,CHAdeMO DC 75kW (fast),3,3,20220524 - 193045
18,10000041,CCS DC 175kW (ultra),2,3,20220524 - 193103
19,10000041,CHAdeMO DC 75kW (fast),2,3,20220524 - 193104
20,10000042,CCS DC 175kW (ultra),1,3,20220524 - 193022
21,10000042,CHAdeMO DC 75kW (fast),1,3,20220524 - 193023
22,10000043,CCS DC 175kW (ultra),3,4,20220524 - 193044
23,10000043,CHAdeMO DC 75kW (fast),3,4,20220524 - 193044
24,10000044,CCS DC 175kW (ultra),4,4,20220524 - 193103
25,10000044,CHAdeMO DC 75kW (fast),4,4,20220524 - 193103
26,10000045,CCS DC 150kW (ultra),0,2,20220524 - 193022
27,10000045,Type 2 AC 7.36kW (regular),0,1,20220524 - 193025
28,10000047,,,,20220524 - 193025
29,10000049,CCS DC 175kW (ultra),4,4,20220524 - 193103
30,10000049,CHAdeMO DC 75kW (fast),4,4,20220524 - 193104
31,10000086,CCS DC 175kW (ultra),4,4,20220524 - 193044
32,10000086,CHAdeMO DC 175kW (ultra),4,4,20220524 - 193044
33,10000086,CCS DC 175kW (ultra),4,4,20220524 - 193044
34,10000086,CHAdeMO DC 175kW (ultra),4,4,20220524 - 193044
35,10000257,,,,20220524 - 193044
