,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220520 - 220023
1,12320,,,,20220520 - 220023
2,12949,CCS DC 150kW (ultra),13,16,20220520 - 220106
3,12950,CCS DC 150kW (ultra),6,8,20220520 - 220023
4,10000034,CCS DC 175kW (ultra),1,2,20220520 - 220047
5,10000034,CHAdeMO DC 75kW (fast),1,1,20220520 - 220047
6,10000034,CHAdeMO DC 175kW (ultra),0,1,20220520 - 220049
7,10000035,CCS DC 270kW (ultra),4,8,20220520 - 220107
8,10000035,CHAdeMO DC 62.5kW (fast),2,4,20220520 - 220108
9,10000035,Type 2 AC 7.36kW (regular),0,1,20220520 - 220108
10,10000036,,,,20220520 - 220108
11,10000037,,,,20220520 - 220108
12,10000038,,,,20220520 - 220108
13,10000039,CCS DC 175kW (ultra),2,4,20220520 - 220023
14,10000039,CHAdeMO DC 75kW (fast),2,4,20220520 - 220027
15,10000040,CCS DC 175kW (ultra),3,3,20220520 - 220047
16,10000040,CHAdeMO DC 75kW (fast),3,3,20220520 - 220049
17,10000041,CCS DC 175kW (ultra),2,3,20220520 - 220108
18,10000041,CHAdeMO DC 75kW (fast),2,3,20220520 - 220108
19,10000042,CCS DC 175kW (ultra),2,3,20220520 - 220023
20,10000042,CHAdeMO DC 75kW (fast),2,3,20220520 - 220027
21,10000043,CCS DC 175kW (ultra),4,4,20220520 - 220046
22,10000043,CHAdeMO DC 75kW (fast),4,4,20220520 - 220047
23,10000044,CCS DC 175kW (ultra),2,4,20220520 - 220106
24,10000044,CHAdeMO DC 75kW (fast),2,4,20220520 - 220106
25,10000045,,,,20220520 - 220106
26,10000047,,,,20220520 - 220106
27,10000049,CCS DC 175kW (ultra),4,4,20220520 - 220108
28,10000049,CHAdeMO DC 75kW (fast),4,4,20220520 - 220109
29,10000086,CCS DC 175kW (ultra),4,4,20220520 - 220047
30,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 220048
31,10000086,CCS DC 175kW (ultra),4,4,20220520 - 220047
32,10000086,CHAdeMO DC 175kW (ultra),4,4,20220520 - 220048
33,10000257,CCS DC 175kW (ultra),1,1,20220520 - 220106
34,10000257,CHAdeMO DC 75kW (fast),1,1,20220520 - 220107
