,Id,Charger_type,Available,Total,timestamp
0,11514,CCS DC 150kW (ultra),4,4,20220517 - 051020
1,12320,,,,20220517 - 051020
2,12949,CCS DC 150kW (ultra),14,16,20220517 - 051100
3,12950,CCS DC 150kW (ultra),7,8,20220517 - 051020
4,10000034,,,,20220517 - 051020
5,10000035,,,,20220517 - 051020
6,10000036,CCS DC 175kW (ultra),4,4,20220517 - 051020
7,10000036,CHAdeMO DC 75kW (fast),4,4,20220517 - 051022
8,10000037,,,,20220517 - 051022
9,10000038,CCS DC 175kW (ultra),2,2,20220517 - 051101
10,10000038,CHAdeMO DC 75kW (fast),2,2,20220517 - 051102
11,10000039,CCS DC 175kW (ultra),4,4,20220517 - 051023
12,10000039,CHAdeMO DC 75kW (fast),4,4,20220517 - 051025
13,10000040,CCS DC 175kW (ultra),3,3,20220517 - 051044
14,10000040,CHAdeMO DC 75kW (fast),3,3,20220517 - 051045
15,10000041,CCS DC 175kW (ultra),2,3,20220517 - 051102
16,10000041,CHAdeMO DC 75kW (fast),2,3,20220517 - 051102
17,10000042,CCS DC 175kW (ultra),3,3,20220517 - 051020
18,10000042,CHAdeMO DC 75kW (fast),3,3,20220517 - 051022
19,10000043,CCS DC 175kW (ultra),4,4,20220517 - 051043
20,10000043,CHAdeMO DC 75kW (fast),4,4,20220517 - 051044
21,10000044,CCS DC 175kW (ultra),4,4,20220517 - 051102
22,10000044,CHAdeMO DC 75kW (fast),4,4,20220517 - 051102
23,10000045,,,,20220517 - 051102
24,10000047,CCS DC 175kW (ultra),4,4,20220517 - 051044
25,10000047,CHAdeMO DC 75kW (fast),4,4,20220517 - 051045
26,10000049,CCS DC 175kW (ultra),4,4,20220517 - 051101
27,10000049,CHAdeMO DC 75kW (fast),4,4,20220517 - 051102
28,10000086,CCS DC 175kW (ultra),4,4,20220517 - 051052
29,10000086,CHAdeMO DC 175kW (ultra),4,4,20220517 - 051059
30,10000086,CCS DC 175kW (ultra),4,4,20220517 - 051052
31,10000086,CHAdeMO DC 175kW (ultra),4,4,20220517 - 051059
32,10000257,CCS DC 175kW (ultra),1,1,20220517 - 051107
33,10000257,CHAdeMO DC 75kW (fast),1,1,20220517 - 051107
